strategy,direction,exit,symbol,n_trades,total_return,buy_hold,excess_return,sharpe,win_rate,avg_pnl_pct,max_dd,n_long,n_short
tsmom_120,long_flat,trailing,GOOGL,46,1.0189878038853295,13.0336470477322,-12.014659243846872,2.9446024261094617,0.45652173913043476,0.019804565217391303,0.14577284662478732,46,0
tsmom_120,long_flat,trailing,XOM,69,-0.3088483755948105,1.6234763470017382,-1.9323247225965487,-1.358480465879119,0.30434782608695654,-0.004251159420289855,0.3785602552127621,69,0
tsmom_120,long_flat,trailing,JNJ,86,0.021139995015062585,2.058300781064007,-2.0371607860489442,0.3660999015943751,0.3488372093023256,0.0008133720930232566,0.2913916293696376,86,0
tsmom_120,long_short,regime,GOOGL,92,0.17181965381594466,13.0336470477322,-12.861827393916256,1.0436204300592666,0.30434782608695654,0.009835869565217394,0.6176236486807355,46,46
tsmom_120,long_short,regime,XOM,138,-0.5653438881793709,1.6234763470017382,-2.188820235181109,-0.3799864182802403,0.2536231884057971,-0.002358478260869567,0.7230669593584957,69,69
tsmom_120,long_short,regime,JNJ,171,-0.7199072550548827,2.058300781064007,-2.7782080361188894,-1.835798223532981,0.28654970760233917,-0.006220526315789473,0.8169086429616212,86,85
tsmom_120,long_short,trailing,GOOGL,92,-0.456767996815305,13.0336470477322,-13.490415044547506,-0.696674915478755,0.32608695652173914,-0.0037013043478260886,0.6604388845014879,46,46
tsmom_120,long_short,trailing,XOM,138,-0.7036341307180569,1.6234763470017382,-2.327110477719795,-3.1229914466618114,0.2753623188405797,-0.008015652173913044,0.7411865622582189,69,69
tsmom_120,long_short,trailing,JNJ,171,-0.5508462769216885,2.058300781064007,-2.6091470579856955,-2.341800203540351,0.3391812865497076,-0.0042744444444444436,0.5692947756334183,86,85
dual_momentum_90,rotation,monthly,PORTFOLIO,41,0.7149050083863038,5.009382238777824,-4.29447723039152,2.432424799792565,0.5365853658536586,0.02169658536585365,0.47502741580602487,41,0
dual_momentum_180,rotation,monthly,PORTFOLIO,26,1.8804838421423953,5.453377046854254,-3.572893204711859,5.216948540856864,0.46153846153846156,0.05184461538461539,0.2152519936129119,26,0
